Mes;Dia;Fecha;Hora;Temp externa (°C);Max temp (°C);Min Temp (°C);HR% Ext;Punto Rocio;Velocidad Viento;Direccion Viento;Wind Run;Hi Speed;Hi Dir;Wind Chill;Heat Index;THW Index;THSW Index;Presion Bar (milibar);LLUVIA (mm);tasa lluvia;Radiacion Solar (W/m2);Energía Solar (langleys);Hi Solar Rad;UV Index;UV Dose;Hi UV;Heat D-D;Cool D-D;Temp  interior;HR% int;Punto Rocio int;Heat index int;EMC;In Air Density;ET (mm);Wind Samp;Wind TX;ISS Recept;Arc Int
Abril;10;10/04/2017;1:00 a. m.;24,7;26,1;24,7;84;21,8;0,4;E;1,61;3,6;SE;24,7;26,5;26,5;25,4;1011,1;0,254;0;0;0;0;0;0;0;0;0,264;30,7;67;23,9;36;11,96;11.258;0,0254;1267;5;100;60
Abril;10;10/04/2017;2:00 a. m.;24,2;24,7;24,1;84;21,3;0,4;WNW;1,61;2,2;ESE;24,2;25,8;25,8;24,8;1010,3;9,906;69,342;0;0;0;0;0;0;0;0,243;30,3;68;23,7;35,3;12,19;11.270;0,0254;1264;5;100;60
Abril;10;10/04/2017;3:00 a. m.;24,2;24,2;23,9;85;21,5;0;NNW;0;1,8;N;24,2;25,9;25,9;24,8;1009,9;0,254;2,54;0;0;0;0;0;0;0;0,243;29,9;69;23,6;34,8;12,35;11.278;0,0254;1272;5;100;60
Abril;10;10/04/2017;4:00 a. m.;24,1;24,3;24,1;86;21,6;0;NW;0;0,4;NW;24,1;25,9;25,9;24,8;1010,2;0;0;0;0;0;0;0;0;0;0,241;29,6;70;23,6;34,2;12,55;11.296;0,0254;1279;5;100;60
Abril;10;10/04/2017;5:00 a. m.;23,9;24,2;23,9;86;21,4;0;---;0;0;---;23,9;25,6;25,6;24,6;1010,2;0;0;0;0;0;0;0;0;0;0,231;29,4;71;23,6;33,9;12,85;11.304;0,0254;1274;5;100;60
Abril;10;10/04/2017;6:00 a. m.;23,9;23,9;23,7;86;21,4;0;---;0;0;---;23,9;25,6;25,6;24,6;1010,8;0;0;0;0;0;0;0;0;0;0,231;29,1;71;23,3;33,3;12,88;11.330;0;1273;5;100;60
Abril;10;10/04/2017;7:00 a. m.;24,5;24,5;23,9;87;22,2;0;NW;0;0,4;NW;24,5;26,4;26,4;26,8;1011,2;0;0;39;3,35;69;0;0;0;0;0,257;28,9;72;23,4;33,2;13,25;11.336;0,0254;1273;5;100;60
Abril;10;10/04/2017;8:00 a. m.;25,4;25,4;24,4;85;22,7;0;NW;0;0,9;NNE;25,4;27,7;27,7;29,9;1012;0;0;149;12,82;385;0,7;0,3;1,9;0;0,296;26,8;47;14,6;26,7;8,64;11.566;0,1016;1274;5;100;60
Abril;10;10/04/2017;9:00 a. m.;28,8;28,8;25,4;73;23,5;0;WNW;0;1,8;NW;28,8;33,1;33,1;38,4;1012,5;0;0;445;38,27;737;2,9;1,24;5;0;0,435;25,4;42;11,5;25;7,9;11.662;0,2794;1265;5;100;60
Abril;10;10/04/2017;10:00 a. m.;29,7;29,7;28,8;71;23,9;0;NNW;0;1,8;NW;29,7;34,7;34,7;39,9;1012;0;0;471;40,51;814;4,8;2,06;6,7;0;0,475;25,4;46;12,9;25,2;8,5;11.642;0,3302;1261;5;100;60
Abril;10;10/04/2017;11:00 a. m.;31,3;31,4;29,6;67;24,4;0,4;NNW;1,61;2,7;SW;31,3;37;37;44,1;1011,6;0;0;809;69,58;970;8,4;3,6;10,4;0;0,539;27,3;56;17,8;28;10,05;11.498;0,5588;1265;5;100;60
Abril;10;10/04/2017;12:00 p. m.;32,3;32,3;31,3;63;24,4;0,4;WSW;1,61;3,1;SW;32,3;38,9;38,9;46;1010,6;0;0;890;76,55;1060;10,1;4,33;11,5;0;0,583;27,8;45;14,8;27,8;8,31;11.509;0,6096;1270;5;100;60
Abril;10;10/04/2017;1:00 p. m.;33;33,1;31,9;59;23,9;0,9;NW;3,22;3,1;SW;33;39,3;39,3;46,3;1009,6;0;0;771;66,31;1093;9,4;4,03;12,1;0;0,611;27,6;35;10,7;26,8;6,79;11.553;0,5588;1267;5;100;60
Abril;10;10/04/2017;2:00 p. m.;33,8;34,1;32,8;54;23,2;0,4;WSW;1,61;2,7;NNW;33,8;39,8;39,8;46,6;1008,5;0;0;772;66,4;1086;8;3,43;10,4;0;0,646;28,6;39;13,3;28,5;7,38;11.473;0,5334;1266;5;100;60
Abril;10;10/04/2017;3:00 p. m.;33,2;34,1;32,9;62;24,9;0,9;NW;3,22;3,1;WNW;33,2;40,9;40,9;47,4;1007,5;0;0;621;53,41;921;5,6;2,4;7,3;0;0,618;29,1;38;13,3;29;7,25;11.444;0,4572;1269;5;100;60
Abril;10;10/04/2017;4:00 p. m.;32,9;33,8;32,9;58;23,6;0,9;NNW;3,22;3,6;NNW;32,9;38,9;38,9;46,6;1006,9;0;0;516;44,38;606;3,4;1,46;4,7;0;0,609;28,9;34;11,5;28,4;6,49;11.461;0,381;1272;5;100;60
Abril;10;10/04/2017;5:00 p. m.;31,9;33,1;31,9;59;22,9;0,4;NNW;1,61;2,7;NNW;31,9;36,7;36,7;41,6;1006,6;0;0;236;20,3;404;1,3;0,56;2,2;0;0,567;30,7;39;15,2;30,8;7,3;11.349;0,1778;1268;5;100;60
Abril;10;10/04/2017;6:00 p. m.;29,8;31,9;29,8;69;23,5;0;NW;0;0,9;NW;29,8;34,6;34,6;34,4;1007,4;0;0;65;5,59;127;0,2;0,09;0,6;0;0,479;31,9;47;19,2;34;8,46;11.258;0,0508;1271;5;100;60
Abril;10;10/04/2017;7:00 p. m.;27,2;29,8;27,2;79;23,3;0;WNW;0;0,4;WNW;27,2;30,2;30,2;29,2;1007,8;0;0;1;0,09;11;0;0;0;0;0,37;31,8;52;20,7;34,8;9,35;11.241;0;1270;5;100;60
Abril;10;10/04/2017;8:00 p. m.;26,6;27,2;26,6;82;23,3;0;---;0;0;---;26,6;29,3;29,3;28,4;1008,3;0;0;0;0;0;0;0;0;0;0,345;31,2;55;21,1;34,2;9,79;11.260;0,0254;1273;5;100;60
Abril;10;10/04/2017;9:00 p. m.;26,1;26,6;26,1;83;23;0;---;0;0;---;26,1;28,5;28,5;27,6;1009,1;0;0;0;0;0;0;0;0;0;0,324;30,7;57;21,2;33,8;10,16;11.286;0,0254;1278;5;100;60
Abril;10;10/04/2017;10:00 p. m.;25,8;26,2;25,8;84;22,9;0;---;0;0;---;25,8;28,1;28,1;27,2;1009,7;0;0;0;0;0;0;0;0;0;0,31;30,3;58;21,1;33,2;10,32;11.312;0,0254;1275;5;100;60
Abril;10;10/04/2017;11:00 p. m.;25,4;25,8;25,4;84;22,5;0;---;0;0;---;25,4;27,6;27,6;26,6;1009,6;0;0;0;0;0;0;0;0;0;0,296;29,8;60;21,2;32,7;10,72;11.324;0,0254;1270;5;100;60
Abril;10;11/04/2017;12:00 a. m.;24,9;25,4;24,9;85;22,2;0;---;0;0;---;24,9;26,9;26,9;25,9;1009,5;0;0;0;0;0;0;0;0;0;0,275;29,5;62;21,5;32,4;11,05;11.332;0,0254;1273;5;100;60
Abril;11;11/04/2017;1:00 a. m.;25,3;25,3;24,9;84;22,4;0;SE;0;2,2;SE;25,3;27,4;27,4;26,4;1009;0;0;0;0;0;0;0;0;0;0,292;29,2;63;21,4;31,9;11,26;11.340;0,0254;1273;5;100;60
Abril;11;11/04/2017;2:00 a. m.;25,1;25,4;25,1;82;21,8;0;SE;0;2,7;SE;25,1;26,9;26,9;25,9;1008,4;0;0;0;0;0;0;0;0;0;0,282;28,9;64;21,4;31,7;11,47;11.340;0,0254;1268;5;100;60
Abril;11;11/04/2017;3:00 a. m.;24,4;25,1;24,4;84;21,5;0;SW;0;0,9;SW;24,4;26,1;26,1;25,1;1008,3;0;0;0;0;0;0;0;0;0;0,252;28,7;65;21,5;31,4;11,68;11.347;0,0254;1269;5;100;60
Abril;11;11/04/2017;4:00 a. m.;23,8;24,4;23,8;85;21,2;0;---;0;0;---;23,8;25,4;25,4;24,4;1008,5;0;0;0;0;0;0;0;0;0;0,229;28,4;66;21,4;30,8;11,89;11.363;0,0254;1269;5;100;60
Abril;11;11/04/2017;5:00 a. m.;23,8;23,8;23,7;86;21,3;0;SW;0;0,4;SW;23,8;25,5;25,5;24,4;1009;0;0;0;0;0;0;0;0;0;0,229;28,2;67;21,5;30,5;12,1;11.377;0,0254;1264;5;100;60
Abril;11;11/04/2017;6:00 a. m.;23,8;23,8;23,8;86;21,3;0;---;0;0;---;23,8;25,4;25,4;24,3;1009,7;0;0;1;0,09;11;0;0;0;0;0,227;28,1;68;21,6;30,4;12,3;11.386;0;1270;5;100;60
Abril;11;11/04/2017;7:00 a. m.;24,8;24,8;23,7;85;22,1;0;---;0;0;---;24,8;26,7;26,7;27,5;1010,5;0;0;55;4,73;111;0;0;0;0;0,269;27,9;69;21,7;30,4;12,46;11.397;0,0254;1271;5;100;60
Abril;11;11/04/2017;8:00 a. m.;27,6;27,6;24,8;76;23;0;SW;0;0,9;SW;27,6;30,6;30,6;33,3;1011,2;0;0;180;15,48;355;1;0,43;1,7;0;0,387;28,4;70;22,4;31,4;12,66;11.376;0,127;1269;5;100;60
Abril;11;11/04/2017;9:00 a. m.;30,1;30,1;27,6;68;23,6;0,4;W;1,61;1,8;W;30,1;35;35;40,4;1011,9;0;0;454;39,05;606;3,1;1,33;4,4;0;0,491;27,8;49;16,1;28,1;8,91;11.509;0,3048;1265;5;100;60
Abril;11;11/04/2017;10:00 a. m.;31,6;31,6;30,1;62;23,4;0,4;WNW;1,61;1,8;WSW;31,6;36,5;36,5;43,1;1011,8;0;0;657;56,51;773;5,7;2,44;7,5;0;0,551;26,7;37;10,8;26;7,15;11.610;0,4318;1271;5;100;60
Abril;11;11/04/2017;11:00 a. m.;32,4;32,4;31,6;62;24,2;0,9;NNW;3,22;2,7;NNW;32,4;38,9;38,9;46;1011,1;0;0;836;71,91;888;8,8;3,77;9,9;0;0,588;27,1;41;12,7;26,6;7,73;11.567;0,5842;1273;5;100;60
Abril;11;11/04/2017;12:00 p. m.;33,4;33,6;32,4;60;24,6;0,9;WSW;3,22;3,6;SW;33,4;40,8;40,8;47,7;1010,3;0;0;927;79,73;995;10,6;4,54;11,1;0;0,63;27,8;34;10,5;27;6,57;11.555;0,6604;1272;5;100;60
Abril;11;11/04/2017;1:00 p. m.;34,1;34,4;33,2;54;23,4;0,9;WSW;3,22;2,7;WSW;34,1;40,4;40,4;47,2;1009,1;0;0;887;76,29;1016;10;4,29;11,2;0;0,655;28,2;36;11,7;27,6;6,84;11.514;0,6096;1277;5;100;60
Abril;11;11/04/2017;2:00 p. m.;33,8;34,4;33,7;56;23,8;0,9;NNW;3,22;3,6;NNW;33,8;40,4;40,4;46,7;1008;0;0;831;71,48;1000;8,6;3,69;10,1;0;0,644;29,3;45;16,1;29,8;8,26;11.407;0,5842;1269;5;100;60
Abril;11;11/04/2017;3:00 p. m.;34,1;34,4;33,7;56;24,1;1,3;WSW;4,83;4;WSW;34,1;41,3;41,3;48,4;1007,1;0;0;702;60,38;786;6,2;2,66;7,7;0;0,657;29,4;39;14;29,3;7,35;11.419;0,5334;1258;5;100;60
Abril;11;11/04/2017;4:00 p. m.;33,9;34,4;33,9;51;22,4;0,9;NNW;3,22;4,5;W;33,9;38,9;38,9;46,4;1006,4;0;0;508;43,69;605;3,3;1,41;4,6;0;0,65;29,4;34;11,9;28,8;6,45;11.434;0,381;1235;5;99,3;60
Abril;11;11/04/2017;5:00 p. m.;33,3;34;33,3;53;22,4;0,4;W;1,61;3,1;SW;33,3;38,2;38,2;44,4;1006,2;0;0;293;25,2;401;1,4;0,6;2,2;0;0,623;31,1;42;16,7;31,5;7,79;11.310;0,2286;1255;5;100;60
Abril;11;11/04/2017;6:00 p. m.;30,7;33,3;30,7;68;24,1;0;NW;0;1,3;NW;30,7;36,1;36,1;36,1;1007,2;0;0;77;6,62;188;0,2;0,09;0,8;0;0,514;32,5;47;19,7;35;8,45;11.224;0,0762;1244;5;100;60
Abril;11;11/04/2017;7:00 p. m.;27,8;30,7;27,8;77;23,4;0;---;0;0;---;27,8;31,3;31,3;30,4;1007,6;0;0;3;0,26;12;0;0;0;0;0,396;32,1;51;20,7;35,2;9,15;11.227;0;1229;5;98,8;60
Abril;11;11/04/2017;8:00 p. m.;27,1;27,8;27,1;80;23,3;0;---;0;0;---;27,1;29,9;29,9;29;1008;0;0;0;0;0;0;0;0;0;0,363;31,7;54;21,2;35,1;9,67;11.239;0,0254;1235;5;99,3;60
Abril;11;11/04/2017;9:00 p. m.;26,9;27,1;26,4;81;23,4;0;NW;0;0,4;NW;26,9;29,8;29,8;28,9;1008,6;0;0;0;0;0;0;0;0;0;0,359;31,1;56;21,3;34,2;9,99;11.264;0,0254;1254;5;100;60
Abril;11;11/04/2017;10:00 p. m.;27,2;27,2;26,8;79;23,2;0;S;0;2,7;SE;27,2;30,1;30,1;29,1;1009,4;0;0;0;0;0;0;0;0;0;0,368;30,6;57;21,1;33,7;10,17;11.296;0,0254;1264;5;100;60
Abril;11;11/04/2017;11:00 p. m.;27,1;27,2;27,1;79;23,1;0;SSE;0;1,3;ENE;27,1;29,8;29,8;28,9;1009,6;0;0;0;0;0;0;0;0;0;0,363;30,4;58;21,2;33,4;10,32;11.305;0,0254;1245;5;100;60
Abril;11;12/04/2017;12:00 a. m.;26,6;27,1;26,6;81;23,1;0;---;0;0;---;26,6;29,2;29,2;28,2;1009,2;0;0;0;0;0;0;0;0;0;0,345;30,1;60;21,4;33,2;10,71;11.309;0,0254;1229;5;98,8;60
Abril;12;12/04/2017;1:00 a. m.;26,3;26,6;26,3;80;22,6;0;SSE;0;0,9;ESE;26,3;28,5;28,5;27,5;1008,8;0;0;0;0;0;0;0;0;0;0,331;29,7;61;21,4;32,7;10,93;11.316;0,0254;1215;5;97,7;60
Abril;12;12/04/2017;2:00 a. m.;25,9;26,3;25,9;81;22,4;0;---;0;0;---;25,9;28;28;27;1008,4;0;0;0;0;0;0;0;0;0;0,315;29,5;62;21,5;32,4;11,05;11.320;0,0254;1231;5;99;60
Abril;12;12/04/2017;3:00 a. m.;25,3;25,9;25,2;83;22,2;0;---;0;0;---;25,3;27,3;27,3;26,3;1008,4;0;0;0;0;0;0;0;0;0;0,292;29,3;64;21,8;32,3;11,46;11.322;0,0254;1226;5;98,6;60
Abril;12;12/04/2017;4:00 a. m.;25;25,3;24,9;84;22,1;0;SSE;0;0,4;SSE;25;26,9;26,9;25,9;1008,6;0;0;0;0;0;0;0;0;0;0,278;29,1;65;21,8;32,1;11,66;11.332;0,0254;1228;5;98,7;60
Abril;12;12/04/2017;5:00 a. m.;24,9;25,1;24,9;84;22,1;0;---;0;0;---;24,9;26,8;26,8;25,8;1008,9;0;0;0;0;0;0;0;0;0;0,275;28,8;66;21,8;31,8;11,87;11.343;0,0254;1225;5;98,5;60
Abril;12;12/04/2017;6:00 a. m.;24,3;24,9;24,3;85;21,6;0;---;0;0;---;24,3;26,1;26,1;25,1;1009,5;0;0;1;0,09;11;0;0;0;0;0,25;28,7;67;22;31,8;12,08;11.351;0;1227;5;98,6;60
Abril;12;12/04/2017;7:00 a. m.;25;25;24,3;86;22,5;0;SSE;0;0,4;SSE;25;27,1;27,1;27,4;1010,4;0;0;36;3,1;63;0;0;0;0;0,278;28,5;67;21,8;31,2;12,08;11.374;0,0254;1235;5;99,3;60
Abril;12;12/04/2017;8:00 a. m.;26,4;26,4;25;80;22,7;0;SSE;0;0,4;SSE;26,4;28,8;28,8;30,3;1011,4;0;0;110;9,46;151;0,7;0,3;1,1;0;0,338;28,6;68;22,1;31,7;12,28;11.376;0,0762;1227;5;98,6;60
Abril;12;12/04/2017;9:00 a. m.;28,8;28,8;26,4;75;23,9;0;SSE;0;0,9;SE;28,8;33,4;33,4;36,9;1011,6;0;0;271;23,31;612;2,2;0,94;4,3;0;0,435;27,6;46;14,9;27,5;8,45;11.530;0,1778;1262;5;100;60
Abril;12;12/04/2017;10:00 a. m.;30,9;31,1;28,8;65;23,6;0,4;WSW;1,61;2,2;ESE;30,9;35,8;35,8;42,5;1011,2;0;0;696;59,86;853;5,5;2,36;7,2;0;0,525;26,1;36;9,9;25,5;6,97;11.636;0,4572;1270;5;100;60
Abril;12;12/04/2017;11:00 a. m.;31,8;31,8;30,7;65;24,4;0,4;SW;1,61;2,2;W;31,8;37,9;37,9;44,9;1010,6;0;0;754;64,85;868;8;3,43;9,5;0;0,56;26,4;33;8,8;25,5;6,55;11.627;0,508;1258;5;100;60
Abril;12;12/04/2017;12:00 p. m.;32,9;32,9;31,8;61;24,4;0,4;W;1,61;2,7;WSW;32,9;39,9;39,9;46,9;1009,8;0;0;889;76,46;918;10,2;4,37;10,6;0;0,609;27,2;32;9,1;26,2;6,33;11.583;0,6096;1246;5;100;60
Abril;12;12/04/2017;1:00 p. m.;33,9;34;32,9;52;22,7;0,9;W;3,22;3,1;SW;33,9;39,2;39,2;45,7;1008,7;0;0;919;79,04;958;10,3;4,41;10,7;0;0,648;27,8;31;9,1;26,8;6,15;11.547;0,635;1259;5;100;60
Abril;12;12/04/2017;2:00 p. m.;33,9;34,1;33,7;55;23,6;0,9;WSW;3,22;4;NNW;33,9;40,5;40,5;46,7;1007,8;0;0;823;70,79;926;8,6;3,69;10,1;0;0,65;28,4;31;9,6;27,4;6,15;11.511;0,5842;1259;5;100;60
Abril;12;12/04/2017;3:00 p. m.;33,8;34,2;33,6;53;22,9;1,3;NNW;4,83;3,6;NNW;33,8;39,3;39,3;46,4;1006,9;0;0;709;60,98;798;6,2;2,66;7,7;0;0,644;28,5;30;9,2;27,4;6,05;11.500;0,5334;1270;5;100;60
Abril;12;12/04/2017;4:00 p. m.;34;34,3;33,7;51;22,4;0,9;NW;3,22;3,1;N;34;39,1;39,1;45,9;1006,5;0;0;473;40,68;647;3,2;1,37;4,5;0;0,653;30,4;35;13,2;29,9;6,68;11.383;0,3556;1265;5;100;60
Abril;12;12/04/2017;5:00 p. m.;32,7;34;32,7;56;22,7;0,4;NNW;1,61;1,8;WSW;32,7;37,7;37,7;42;1006,5;0;0;217;18,66;338;1,2;0,51;1,7;0;0,597;32,8;43;18,6;34,7;7,91;11.222;0,1778;1262;5;100;60
Abril;12;12/04/2017;6:00 p. m.;30,6;32,7;30,6;66;23,5;0;SW;0;0,9;WSW;30,6;35,6;35,6;35,4;1007,3;0;0;63;5,42;121;0,1;0,04;0,6;0;0,512;32,8;48;20,4;35,8;8,63;11.202;0,0508;1273;5;100;60
Abril;12;12/04/2017;7:00 p. m.;27,8;30,6;27,8;76;23,2;0;---;0;0;---;27,8;31;31;30,1;1008;0;0;1;0,09;12;0;0;0;0;0,394;32,4;52;21,3;35,9;9,34;11.211;0;1276;5;100;60
Abril;12;12/04/2017;8:00 p. m.;26,8;27,8;26,8;80;23;0;SSW;0;0,4;SSW;26,8;29,4;29,4;28,4;1008,8;0;0;0;0;0;0;0;0;0;0,352;31,7;54;21,2;35,1;9,67;11.248;0,0254;1261;5;100;60
Abril;12;12/04/2017;9:00 p. m.;26,8;26,9;26,6;78;22,6;0;---;0;0;---;26,8;29,2;29,2;28,2;1009,5;0;0;0;0;0;0;0;0;0;0,352;31,2;55;21,1;34,2;9,79;11.274;0,0254;1238;5;99,5;60
Abril;12;12/04/2017;10:00 p. m.;26,8;26,9;26,7;81;23,2;0;---;0;0;---;26,8;29,5;29,5;28,6;1010;0;0;0;0;0;0;0;0;0;0,352;30,7;57;21,2;33,8;10,16;11.296;0,0254;1233;5;99,1;60
Abril;12;12/04/2017;11:00 p. m.;26,2;26,8;26,2;82;22,9;0;---;0;0;---;26,2;28,6;28,6;27,7;1009,9;0;0;0;0;0;0;0;0;0;0,329;30,4;58;21,2;33,4;10,32;11.308;0,0254;1269;5;100;60
Abril;12;13/04/2017;12:00 a. m.;25,9;26,2;25,9;83;22,8;0;SSW;0;0,4;SSW;25,9;28,2;28,2;27,2;1009,9;0;0;0;0;0;0;0;0;0;0,315;30,1;59;21,2;32,9;10,53;11.321;0,0254;1271;5;100;60
Abril;13;13/04/2017;1:00 a. m.;26,2;26,3;25,9;82;22,9;0;E;0;0,9;E;26,2;28,6;28,6;27,7;1009,5;0;0;0;0;0;0;0;0;0;0,329;29,7;60;21,1;32,4;10,73;11.330;0,0254;1266;5;100;60
Abril;13;13/04/2017;2:00 a. m.;25,8;26,3;25,8;82;22,5;0;E;0;0,9;E;25,8;27,9;27,9;26,9;1008,8;0;0;0;0;0;0;0;0;0;0,31;29,5;62;21,5;32,4;11,05;11.325;0,0254;1242;5;99,8;60
Abril;13;13/04/2017;3:00 a. m.;25,2;25,8;25,2;83;22,1;0;ESE;0;0,4;ESE;25,2;27,2;27,2;26,1;1008,3;0;0;0;0;0;0;0;0;0;0,287;29,3;63;21,5;32,2;11,26;11.326;0,0254;1260;5;100;60
Abril;13;13/04/2017;4:00 a. m.;24,4;25,2;24,4;85;21,7;0;---;0;0;---;24,4;26,2;26,2;25,1;1008,4;0;0;0;0;0;0;0;0;0;0,252;28,9;64;21,4;31,7;11,47;11.341;0,0254;1258;5;100;60
Abril;13;13/04/2017;5:00 a. m.;24,1;24,4;24,1;85;21,4;0;---;0;0;---;24,1;25,8;25,8;24,7;1008,6;0;0;0;0;0;0;0;0;0;0,238;28,7;65;21,5;31,4;11,68;11.351;0,0254;1244;5;100;60
Abril;13;13/04/2017;6:00 a. m.;23,8;24,1;23,7;85;21,1;0;---;0;0;---;23,8;25,3;25,3;24,2;1009,1;0;0;1;0,09;11;0;0;0;0;0,227;28,5;66;21,5;31,1;11,88;11.364;0;1251;5;100;60
Abril;13;13/04/2017;7:00 a. m.;25,1;25,1;23,7;85;22,4;0;---;0;0;---;25,1;27,2;27,2;27,9;1010;0;0;52;4,47;102;0;0;0;0;0,282;28,3;67;21,6;30,7;12,09;11.382;0,0254;1258;5;100;60
Abril;13;13/04/2017;8:00 a. m.;27,4;27,4;25,1;78;23,3;0;ESE;0;0,9;ESE;27,4;30,6;30,6;32,8;1010,5;0;0;148;12,73;362;0,7;0,3;1,7;0;0,38;28,5;67;21,8;31,2;12,08;11.375;0,1016;1268;5;100;60
Abril;13;13/04/2017;9:00 a. m.;29,5;29,5;27,4;71;23,7;0;NNW;0;1,3;WNW;29,5;34,2;34,2;37,6;1010,8;0;0;265;22,79;715;2,4;1,03;4,4;0;0,465;27,8;49;16,1;28,1;8,91;11.496;0,2032;1264;5;100;60
Abril;13;13/04/2017;10:00 a. m.;31,7;31,7;29,5;63;23,8;0,4;NNW;1,61;1,8;NNW;31,7;37,2;37,2;43,9;1010,4;0;0;691;59,43;789;5,9;2,53;7,4;0;0,558;29,9;54;19,6;31,8;9,73;11.357;0,4826;1261;5;100;60
Abril;13;13/04/2017;11:00 a. m.;33,3;33,3;31,7;58;23,9;0,4;ESE;1,61;2,2;WSW;33,3;39,7;39,7;46,8;1010,2;0;0;841;72,34;896;8,6;3,69;9,7;0;0,623;32;58;22,7;36,6;10,26;11.224;0,5842;1262;5;100;60
Abril;13;13/04/2017;12:00 p. m.;34,3;34,3;33,3;57;24,6;0,4;WSW;1,61;3,1;WSW;34,3;42,2;42,2;49,3;1009,2;0;0;902;77,58;933;10,4;4,46;10,9;0;0,667;33,8;58;24,4;41,2;10,25;11.112;0,635;1263;5;100;60
Abril;13;13/04/2017;1:00 p. m.;35,3;35,3;34,3;54;24,6;0,9;NNW;3,22;3,1;NNW;35,3;43,6;43,6;50,4;1008,1;0;0;910;78,27;933;10,5;4,5;11;0;0,706;35,3;57;25,5;45,2;10,03;11.022;0,6604;1260;5;100;60
Abril;13;13/04/2017;2:00 p. m.;35,9;35,9;35,3;46;22,5;0,9;NNW;3,22;3,1;WSW;35,9;41,8;41,8;48,4;1007;0;0;877;75,43;919;8,9;3,81;9,8;0;0,734;36,7;56;26,5;49;9,73;10.941;0,6604;1267;5;100;60
Abril;13;13/04/2017;3:00 p. m.;35,7;36,1;35,4;48;23;0,9;NNW;3,22;4;SW;35,7;42;42;48,6;1006,4;0;0;672;57,8;867;5,5;2,36;7,7;0;0,725;37,3;55;26,8;50,7;9,47;10.903;0,4826;1253;5;100;60
Abril;13;13/04/2017;4:00 p. m.;35,5;35,9;35;49;23,1;0,9;WSW;3,22;4;WSW;35,5;41,8;41,8;49,2;1005,7;0;0;509;43,78;698;3,4;1,46;4,8;0;0,715;37,4;54;26,6;50,3;9,27;10.897;0,381;1258;5;100;60
Abril;13;13/04/2017;5:00 p. m.;32,8;35,4;32,8;58;23,4;0,4;WSW;1,61;2,2;WSW;32,8;38,5;38,5;41,6;1005,6;0;0;165;14,19;301;1,2;0,51;2;0;0,602;36,8;55;26,3;48,8;9,49;10.926;0,127;1245;5;100;60
Abril;13;13/04/2017;6:00 p. m.;31,1;32,9;31,1;68;24,5;0;WSW;0;0,9;WSW;31,1;36,7;36,7;36,6;1006,4;0;0;61;5,25;209;0,2;0,09;0,7;0;0,53;35,8;58;26,3;47,3;10,16;10.968;0,0508;1222;5;98,2;60
Abril;13;13/04/2017;7:00 p. m.;28,8;31,1;28,8;74;23,7;0;---;0;0;---;28,8;33,4;33,4;32,5;1006,9;0;0;1;0,09;9;0;0;0;0;0,438;34,9;60;26;45,3;10,55;11.012;0;1244;5;100;60
Abril;13;13/04/2017;8:00 p. m.;28,4;28,8;28,4;78;24,2;0;---;0;0;---;28,4;32,9;32,9;32,1;1007,4;0;0;0;0;0;0;0;0;0;0,419;34,1;61;25,5;43;10,75;11.061;0,0254;1210;5;97,3;60
Abril;13;13/04/2017;9:00 p. m.;27,6;28,4;27,6;79;23,6;0;SW;0;0,4;SW;27,6;31,1;31,1;30,1;1007,9;0;0;0;0;0;0;0;0;0;0,387;33,4;62;25,2;41,7;10,91;11.095;0,0254;1215;5;97,7;60
Abril;13;13/04/2017;10:00 p. m.;27,3;27,6;27,2;80;23,5;0;---;0;0;---;27,3;30,4;30,4;29,4;1008,3;0;0;0;0;0;0;0;0;0;0,373;32,8;63;24,9;40,3;11,13;11.129;0,0254;1205;5;96,9;60
Abril;13;13/04/2017;11:00 p. m.;26,6;27,3;26,6;82;23,3;0;---;0;0;---;26,6;29,3;29,3;28,4;1008,6;0;0;0;0;0;0;0;0;0;0,345;32,3;64;24,6;39,2;11,25;11.158;0,0254;1245;5;100;60
Abril;13;14/04/2017;12:00 a. m.;25,8;26,6;25,8;84;22,9;0;---;0;0;---;25,8;28,2;28,2;27,2;1008,3;0;0;0;0;0;0;0;0;0;0,313;31,8;65;24,4;37,9;11,48;11.177;0,0254;1252;5;100;60
Abril;14;14/04/2017;1:00 a. m.;25,3;25,8;25,3;85;22,6;0;---;0;0;---;25,3;27,5;27,5;26,5;1007,9;0;0;0;0;0;0;0;0;0;0,292;31,3;66;24,2;36,9;11,71;11.192;0,0254;1222;5;98,2;60
Abril;14;14/04/2017;2:00 a. m.;25,4;25,4;25,2;84;22,5;0;---;0;0;---;25,4;27,5;27,5;26,5;1007,7;0;0;0;0;0;0;0;0;0;0,294;30,8;67;24;36,1;11,95;11.213;0,0254;1210;5;97,3;60
Abril;14;14/04/2017;3:00 a. m.;24,8;25,4;24,8;85;22,1;0;---;0;0;---;24,8;26,8;26,8;25,7;1007,7;0;0;0;0;0;0;0;0;0;0,271;30,5;68;23,9;35,8;12,17;11.226;0,0254;1219;5;98;60
Abril;14;14/04/2017;4:00 a. m.;24,2;24,8;24,2;85;21,5;0;---;0;0;---;24,2;25,9;25,9;24,9;1007,7;0;0;0;0;0;0;0;0;0;0,245;30,2;68;23,6;35,1;12,2;11.246;0,0254;1224;5;98,4;60
